Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.016    0.000 batchnorm.py:74(_load_from_state_dict)
     2119    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
     2284    0.002    0.000    0.016    0.000 <frozen importlib._bootstrap>:403(cached)
      407    0.016    0.000    0.016    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
      571    0.015    0.000    0.015    0.000 {built-in method arange}
        1    0.000    0.000    0.015    0.015 quantize.py:2(<module>)
       64    0.000    0.000    0.015    0.000 batchnorm.py:92(__init__)
        1    0.000    0.000    0.015    0.015 typing.py:1(<module>)
       64    0.002    0.000    0.015    0.000 batchnorm.py:25(__init__)
    11458    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
        1    0.000    0.000    0.015    0.015 overrides.py:1(<module>)
    58222    0.015    0.000    0.015    0.000 {built-in method builtins.min}
      142    0.015    0.000    0.015    0.000 dimp.py:185(get_centered_sample_pos)
        1    0.005    0.005    0.014    0.014 {built-in method torch._C._initExtension}
        1    0.000    0.000    0.014    0.014 axes3d.py:11(<module>)
      542    0.001    0.000    0.014    0.000 version.py:107(__init__)
6082/5876    0.011    0.000    0.014    0.000 typing.py:1164(__setattr__)
        1    0.000    0.000    0.014    0.014 core.py:5775(<listcomp>)
        1    0.000    0.000    0.014    0.014 __init__.py:72(<module>)
     1177    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
     1702    0.014    0.000    0.014    0.000 {method 'item' of 'torch._C._TensorBase' objects}
      118    0.000    0.000    0.014    0.000 typing.py:843(__getitem__)
        1    0.000    0.000    0.014    0.014 core.py:7(<module>)
        3    0.000    0.000    0.014    0.005 activation.py:1(<module>)
     1107    0.011    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
      542    0.005    0.000    0.014    0.000 version.py:205(_legacy_cmpkey)
        1    0.000    0.000    0.014    0.014 auto.py:14(<module>)
     1107    0.014    0.000    0.014    0.000 {method 'read' of '_io.FileIO' objects}
     1283    0.002    0.000    0.013    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.013    0.013 asyncio.py:9(<module>)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
        1    0.000    0.000    0.012    0.012 index_tricks.py:1(<module>)
      176    0.001    0.000    0.012    0.000 __init__.py:2576(from_location)
       13    0.000    0.000    0.012    0.001 augmentation.py:20(crop_to_output)
        1    0.000    0.000    0.012    0.012 lines.py:4(<module>)
        2    0.000    0.000    0.012    0.006 conv.py:2(<module>)
  335/289    0.001    0.000    0.012    0.000 typing.py:805(_subs_tree)
        1    0.000    0.000    0.012    0.012 quantization_mappings.py:1(<module>)
      343    0.012    0.000    0.012    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.012    0.004 __init__.py:8(<module>)
     7092    0.006    0.000    0.012    0.000 batchnorm.py:279(_check_input_dim)
       89    0.000    0.000    0.012    0.000 __init__.py:3269(<genexpr>)
      431    0.012    0.000    0.012    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
       67    0.012    0.000    0.012    0.000 dimp.py:661(<listcomp>)
        1    0.000    0.000    0.011    0.011 cm.py:16(<module>)
       88    0.000    0.000    0.011    0.000 __init__.py:2774(activate)
    15464    0.010    0.000    0.011    0.000 enum.py:517(__new__)
     1949    0.003    0.000    0.011    0.000 overrides.py:1073(has_torch_function)
       70    0.001    0.000    0.011    0.000 __init__.py:1373(_preprocess_data)
        1    0.000    0.000    0.011    0.011 __init__.py:45(<module>)
     1577    0.011    0.000    0.011    0.000 {method 'view' of 'torch._C._TensorBase' objects}
      219    0.002    0.000    0.011    0.000 module.py:223(__init__)
    18406    0.007    0.000    0.011    0.000 posixpath.py:41(_get_sep)
     2463    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.011    0.011 uuid.py:45(<module>)
      113    0.000    0.000    0.011    0.000 typing.py:1322(__getitem__)
        1    0.000    0.000    0.011    0.011 artist.py:1(<module>)
        1    0.000    0.000    0.010    0.010 subprocess.py:42(<module>)
    14024    0.010    0.000    0.010    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.010    0.010 tempfile.py:24(<module>)
        1    0.000    0.000    0.010    0.010 _base.py:1(<module>)
      335    0.010    0.000    0.010    0.000 {built-in method ones_like}
        1    0.000    0.000    0.010    0.010 iostream.py:24(<module>)
        2    0.000    0.000    0.010    0.005 version.py:4(<module>)
      353    0.010    0.000    0.010    0.000 {built-in method posix.listdir}
       54    0.000    0.000    0.010    0.000 typing.py:1342(__getitem_inner__)
        1    0.000    0.000    0.010    0.010 __init__.py:21(<module>)
        1    0.000    0.000    0.010    0.010 cookiejar.py:26(<module>)
      909    0.004    0.000    0.010    0.000 version.py:271(__init__)
        1    0.000    0.000    0.010    0.010 server_process_global_profiler.py:3(<module>)
        1    0.000    0.000    0.010    0.010 patches.py:1(<module>)
        1    0.000    0.000    0.010    0.010 websocket.py:17(<module>)
      874    0.003    0.000    0.010    0.000 copy.py:66(copy)
        1    0.000    0.000    0.010    0.010 util.py:310(find_library)
      773    0.001    0.000    0.010    0.000 _utils.py:136(_rebuild_tensor_v2)
 1015/595    0.002    0.000    0.010    0.000 typing.py:580(_subs_tree)
        1    0.000    0.000    0.010    0.010 py3k.py:12(<module>)
        2    0.000    0.000    0.010    0.005 shape_base.py:1(<module>)
        1    0.000    0.000    0.010    0.010 util.py:249(_findSoname_ldconfig)
      145    0.005    0.000    0.009    0.000 tensor.py:513(__rdiv__)
     1005    0.009    0.000    0.009    0.000 {method 't' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.009    0.009 log.py:29(<module>)
        1    0.000    0.000    0.009    0.009 pyparsing.py:5399(pyparsing_common)
        1    0.000    0.000    0.009    0.009 cm.py:53(_gen_cmap_registry)
     1472    0.001    0.000    0.009    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.009    0.009 __init__.py:124(<module>)
        1    0.000    0.000    0.009    0.009 parser.py:5(<module>)
     1180    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.009    0.009 quantize_fx.py:1(<module>)
     1104    0.005    0.000    0.009    0.000 functools.py:44(update_wrapper)
        1    0.000    0.000    0.009    0.009 _script.py:8(<module>)
     1842    0.003    0.000    0.009    0.000 _weakrefset.py:58(__iter__)
       18    0.007    0.000    0.009    0.000 activation.py:43(forward)
        1    0.000    0.000    0.009    0.009 Symtab.py:5(<module>)
      773    0.001    0.000    0.009    0.000 _utils.py:130(_rebuild_tensor)
        1    0.000    0.000    0.009    0.009 feedparser.py:20(<module>)
        2    0.000    0.000    0.009    0.004 __init__.py:9(<module>)
        1    0.000    0.000    0.009    0.009 dist.py:2(<module>)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
  733/529    0.001    0.000    0.008    0.000 typing.py:1083(_subs_tree)
     3117    0.002    0.000    0.008    0.000 typing.py:646(<genexpr>)
        1    0.000    0.000    0.008    0.008 cd.py:1(<module>)
       10    0.000    0.000    0.008    0.001 _ops.py:57(__getattr__)
       10    0.008    0.001    0.008    0.001 {built-in method torch._C._jit_get_operation}
     7092    0.005    0.000    0.008    0.000 __init__.py:31(__get__)
      629    0.003    0.000    0.008    0.000 abc.py:135(<setcomp>)
        1    0.000    0.000    0.008    0.008 netutil.py:16(<module>)
2099/1208    0.002    0.000    0.008    0.000 typing.py:553(_replace_arg)
     1107    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
        1    0.000    0.000    0.008    0.008 ssl.py:91(<module>)
     2063    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
     1179    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
      176    0.000    0.000    0.008    0.000 __init__.py:2563(__init__)
      550    0.004    0.000    0.008    0.000 tensor.py:933(grad)
      700    0.001    0.000    0.008    0.000 colors.py:161(to_rgba)
        2    0.000    0.000    0.008    0.004 linear_relu.py:1(<module>)
      192    0.001    0.000    0.008    0.000 __init__.py:2053(<genexpr>)
        1    0.000    0.000    0.008    0.008 quantize.py:1(<module>)
    10720    0.008    0.000    0.008    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
       13    0.000    0.000    0.008    0.001 enum.py:604(_convert)
      286    0.002    0.000    0.008    0.000 overrides.py:72(verify_matching_signatures)
      143    0.001    0.000    0.008    0.000 pooling.py:152(forward)
        1    0.000    0.000    0.007    0.007 kinetics.py:1(<module>)
        1    0.000    0.000    0.007    0.007 axis.py:3(<module>)
        1    0.000    0.000    0.007    0.007 reductions.py:1(<module>)
       32    0.001    0.000    0.007    0.000 colors.py:776(from_list)
        1    0.000    0.000    0.007    0.007 inspect.py:27(<module>)
        2    0.000    0.000    0.007    0.004 __init__.py:6(<module>)
       96    0.000    0.000    0.007    0.000 __init__.py:2185(_handle_ns)
       29    0.003    0.000    0.007    0.000 enum.py:124(__new__)
     4100    0.003    0.000    0.007    0.000 posixpath.py:64(isabs)
     5296    0.004    0.000    0.007    0.000 version.py:187(_parse_version_parts)
        1    0.000    0.000    0.007    0.007 flickr.py:1(<module>)
       81    0.000    0.000    0.007    0.000 docstring.py:77(dedent_interpd)
        2    0.000    0.000    0.007    0.004 version.py:267(Version)
        1    0.000    0.000    0.007    0.007 exceptions.py:3(<module>)
      143    0.000    0.000    0.007    0.000 _jit_internal.py:257(fn)
        1    0.000    0.000    0.007    0.007 video_utils.py:1(<module>)
        1    0.000    0.000    0.007    0.007 dimp.py:399(init_target_boxes)
    12132    0.007    0.000    0.007    0.000 {method 'split' of 'str' objects}
      190    0.000    0.000    0.007    0.000 __init__.py:1312(safe_version)
     1630    0.003    0.000    0.007    0.000 typing.py:354(_type_check)
        1    0.000    0.000    0.007    0.007 _policybase.py:4(<module>)
       12    0.000    0.000    0.007    0.001 pyparsing.py:4251(__init__)
    63077    0.007    0.000    0.007    0.000 {built-in method builtins.ord}
     1200    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.007    0.007 _register_onnx_ops.py:8(_register_custom_op)
     2084    0.004    0.000    0.007    0.000 inspect.py:2452(__init__)
    36/11    0.000    0.000    0.007    0.001 pyparsing.py:3743(leaveWhitespace)
      471    0.001    0.000    0.007    0.000 pyparsing.py:1167(copy)
      143    0.000    0.000    0.007    0.000 functional.py:574(_max_pool2d)
        2    0.000    0.000    0.007    0.003 ssl.py:488(create_default_context)
     2463    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:78(acquire)
       29    0.000    0.000    0.007    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.007    0.007 httputil.py:20(<module>)
 1046/192    0.001    0.000    0.006    0.000 typing.py:1145(__subclasscheck__)
      773    0.004    0.000    0.006    0.000 serialization.py:714(persistent_load)
        1    0.000    0.000    0.006    0.006 fromnumeric.py:3(<module>)
       88    0.000    0.000    0.006    0.000 __init__.py:2288(fixup_namespace_packages)
       29    0.001    0.000    0.006    0.000 traceback.py:319(extract)
       18    0.000    0.000    0.006    0.000 enum.py:366(_create_)
     1346    0.006    0.000    0.006    0.000 {method 'type' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.006    0.006 parser.py:1(<module>)
       17    0.000    0.000    0.006    0.000 rcsetup.py:928(validate_cycler)
       11    0.000    0.000    0.006    0.001 core.py:1069(parse_string)
        1    0.000    0.000    0.006    0.006 case.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.006    0.006 blocking_input.py:20(<module>)
       36    0.000    0.000    0.006    0.000 __init__.py:1338(_add_data_doc)
      143    0.006    0.000    0.006    0.000 {built-in method max_pool2d}
        1    0.000    0.000    0.006    0.006 base_events.py:14(<module>)
      160    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
     2463    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:103(release)
      140    0.001    0.000    0.006    0.000 deprecation.py:168(deprecate)
        1    0.000    0.000    0.006    0.006 config.py:5(<module>)
     1886    0.003    0.000    0.006    0.000 params.py:12(get)
    27670    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
    27575    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.006    0.006 context.py:1(<module>)
       18    0.000    0.000    0.006    0.000 filter.py:57(apply_feat_transpose)
        1    0.000    0.000    0.006    0.006 __init__.py:26(<module>)
       18    0.000    0.000    0.006    0.000 filter.py:95(_apply_feat_transpose_v2)
   139/46    0.000    0.000    0.006    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
      428    0.001    0.000    0.006    0.000 rcsetup.py:360(validate_color)
        1    0.000    0.000    0.006    0.006 __init__.py:86(<module>)
        1    0.000    0.000    0.006    0.006 cpp_extension.py:1541(_import_module_from_library)
      837    0.006    0.000    0.006    0.000 {built-in method tensor}
      143    0.006    0.000    0.006    0.000 {built-in method sum}
        1    0.000    0.000    0.006    0.006 mathtext.py:2275(Parser)
        1    0.000    0.000    0.006    0.006 ssl.py:451(load_default_certs)
        1    0.005    0.005    0.005    0.005 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
      370    0.002    0.000    0.005    0.000 colors.py:197(_to_rgba_no_colorcycle)
      166    0.000    0.000    0.005    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.005    0.005 mathtext.py:2837(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2838(<listcomp>)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
        3    0.000    0.000    0.005    0.002 ioloop.py:324(configurable_default)
     5540    0.004    0.000    0.005    0.000 overrides.py:1087(<genexpr>)
     9965    0.004    0.000    0.005    0.000 sre_parse.py:285(tell)
    12566    0.004    0.000    0.005    0.000 sre_parse.py:159(__len__)
     1842    0.005    0.000    0.005    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.005    0.005 __init__.py:71(<module>)
        1    0.001    0.001    0.005    0.005 PyrexTypes.py:5(<module>)
      760    0.004    0.000    0.005    0.000 inspect.py:2732(__init__)
     1283    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
   131/65    0.000    0.000    0.005    0.000 pyparsing.py:3363(copy)
        9    0.000    0.000    0.005    0.001 core.py:5369(__init__)
        1    0.000    0.000    0.005    0.005 core.py:392(ParserElement)
      358    0.005    0.000    0.005    0.000 {method 'sqrt' of 'torch._C._TensorBase' objects}
    11516    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.005    0.005 tracker.py:47(__init__)
    61/11    0.000    0.000    0.005    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.005    0.005 configparser.py:139(<module>)
        3    0.000    0.000    0.005    0.002 rnn.py:1(<module>)
     1349    0.002    0.000    0.005    0.000 grad_mode.py:89(__exit__)
        1    0.000    0.000    0.005    0.005 category.py:11(<module>)
     1324    0.002    0.000    0.005    0.000 __init__.py:2067(dist_factory)
     29/8    0.000    0.000    0.005    0.001 core.py:4356(leave_whitespace)
